tios_groupid,group_name,base,cow_id1,Education_count,Health_count,Security_count,Financial_count,Disaster_count,PublicServices_count,Religious_count,Total_Service_count,Religious,PublicServices,NatDisaster,FinancialJobsWelfareSubsidies,SecurityJustice,HealthEmergency,EducationYouthRecreation,service_coverage,PctEducationYouthRecreation,pctHealthEmergency,pctFinancialJobsWelfareSubsidies,pctSecurityJustice,pctNatDisaster,pctPublicServices,pctReligious,pctMadrassas,pctTunnels,pctUncertain,service_involvement,top_services,logtotal,logservice_coverage,Total_Service_Normalized,Education_Normalized,Health_Normalized,Security_Normalized,Financial_Normalized,Disaster_Normalized,Public_Normalized,Religious_Normalized,Total_Service_Rank,Total_Service_Percentile,Education_count_rank,Education_count_percentile,Health_count_rank,Health_count_percentile,Security_count_rank,Security_count_percentile,Financial_count_rank,Financial_count_percentile,Disaster_count_rank,Disaster_count_percentile,PublicServices_count_rank,PublicServices_count_percentile,Religious_count_rank,Religious_count_percentile,Total_Service_count_rank,Total_Service_count_percentile,PC_TotalServiceCount,RANK_PC_TSC,Norm_RANK_PC_TSC,PC_Education_count,RANK_PC_Education_count,Norm_RANK_PC_Education_count,PC_Health_count,RANK_PC_Health_count,Norm_RANK_PC_Health_count,PC_Security_count,PC_Financial_count,RANK_PC_Financial_count,Norm_RANK_PC_Financial_count,PC_Disaster_count,RANK_PC_Disaster_count,Norm_RANK_PC_Disaster_count,PC_PublicServices_count,RANK_PC_PublicServices_count,Norm_RANK_PC_PublicServ_count,PC_Religious_count,RANK_PC_Religious_count,Norm_RANK_PC_Religious_count,RANK_PC_Security_count,Norm_RANK_PC_Security_count,TotalNewsCoverage,year
361,United Liberation Front of Assam (ULFA),India,750,258,118,1489,90,22,3622,99,6480,1,1,1,1,1,1,1,9,.039814815,.018209876,.013888889,.22978395,.0033950617,.5589506,.015277778,.00015432099,0,.12052469,240,1,13.474005,2.1972246,.25280899,.037165083,.032417584,.35801876,.037751678,.0059831385,.48069012,.025594622,325,.17512691,294,.2538071,274,.30456853,383,.027918782,233,.40862945,212,.46192893,367,.068527922,264.5,.32868022,325,.17512691,.57245386,323,.81979698,.23915018,292,.74111676,.18851045,272,.6903553,.18851045,.095221974,231,.58629441,.03773779,210,.53299493,.85365337,365,.92639595,.14729951,262.5,.66624367,383,.97208124,710699,27
426,Taliban,Afghanistan,700,341,1348,1516,1426,294,2526,598,9708,1,1,1,1,1,1,1,10,.035125669,.13885455,.14688917,.15615986,.030284302,.26019779,.061598681,.00030902348,.017923363,.1526576,809,1,14.457266,2.3025851,.37874532,.04912129,.37032968,.36451069,.59815437,.079956487,.33523557,.15460186,377,.043147206,307.5,.21954314,390,.010152284,384,.02538071,388,.015228426,354.5,.10025381,334,.15228426,364.5,.074873097,377,.043147206,.85762066,375,.95177662,.31608608,305.5,.77538073,2.1534922,388,.98477155,2.1534922,1.5087392,386,.97969544,.50431412,352.5,.89467007,.59534192,332,.84263957,.88974857,362.5,.92005074,384,.97461927,1899813,12
12,Revolutionary United Front (RUF),"Liberia, Sierra Leone",450,369,280,1525,941,228,1436,298,5970,1,1,1,1,1,1,1,10,.061809044,.046901174,.15762144,.2554439,.038190953,.24053602,.049916249,.00016750419,.0085427137,.14087102,542.72729,1,13.717263,2.3025851,.23291199,.053154711,.07692308,.36667469,.39471477,.06200707,.19057731,.077042401,310,.21319798,313,.20558375,337,.14467005,385,.02284264,363,.078680202,342,.13197969,283,.28172588,329,.16497461,310,.21319798,.5273996,308,.78172588,.34204039,311,.78934008,.44731292,335,.85025382,.44731292,.99559861,361,.91624367,.39110073,340,.86294419,.33844456,281,.71319795,.44338641,327,.82994926,385,.97715735,906425,11
296,Eritrean Liberation Front,"Eritrea, Ethiopia",531,188,575,1587,1343,193,1205,334,6662,1,1,1,1,1,1,1,10,.028219754,.086310416,.20159112,.23821676,.028970279,.18087661,.050135095,.00015010507,.014710297,.17081958,214.90323,1,13.816079,2.3025851,.25990948,.027081532,.15796703,.38158211,.56333894,.052488443,.15992036,.086349532,332,.1573604,269,.31725889,365,.073604062,386,.020304568,385,.02284264,334,.15228426,269,.31725889,334.5,.15101522,332,.1573604,.58853203,330,.83756346,.17426448,267,.677665,.91858906,363,.92131978,.91858906,1.4209235,383,.97208124,.33106336,332,.84263957,.2840012,267,.677665,.49694985,332.5,.84390861,386,.97969544,1000569,31
42,EZLN,Mexico,70,153,432,1622,1323,251,868,168,6451,1,1,1,1,1,1,1,9,.023717253,.066966362,.20508449,.25143388,.038908698,.13455278,.026042474,0,.029917842,.22337621,586.45453,1,13.820782,2.1972246,.2516776,.022039758,.11868132,.3899976,.55494964,.068262167,.11519575,.043433297,324,.17766498,250,.36548224,360,.086294413,387,.017766498,383,.027918782,348.5,.11548223,244,.38071066,296,.24873096,324,.17766498,.56989193,322,.81725889,.14182162,248,.62944162,.69013995,358,.90862942,.69013995,1.399763,381,.96700507,.43055388,346.5,.87944162,.20457514,242,.61421317,.24996281,294,.74619287,387,.98223352,1005285,11
84,Shining Path,Peru,135,234,129,1889,189,22,2172,155,5819,1,1,1,1,1,1,1,9,.040213097,.022168757,.032479808,.32462624,.0037807184,.37326002,.02663688,0,.0015466575,.17528784,153.13158,1,13.709095,2.1972246,.2270209,.033707865,.035439562,.45419571,.079278521,.0059831385,.2882548,.040072389,305,.22588833,286,.27411169,283,.28172588,388,.015228426,274.5,.30329949,212,.46192893,317,.19543147,294,.2538071,305,.22588833,.51406002,303,.76903552,.21690366,284,.7208122,.20608346,281,.71319795,.20608346,.19996615,272.5,.69162434,.03773779,210,.53299493,.51190919,315,.79949236,.23062044,292,.74111676,388,.98477155,899051,38
369,Sipah-e-Sahaba/Pakistan (SSP),Pakistan,770,386,194,1905,158,49,2784,1878,8571,1,1,1,1,1,1,1,10,.045035586,.022634465,.018434254,.22226112,.0057169525,.32481623,.21911095,.0051335902,.00035001751,.13650683,408.14285,1,13.710085,2.3025851,.33438671,.055603571,.053296704,.4580428,.066275164,.013326081,.36947578,.48552224,363,.078680202,316,.19796954,314,.20304568,389,.012690355,264,.32994923,262.5,.33375636,343,.12944162,393,.002538071,363,.078680202,.75717622,361,.91624367,.35779834,314,.79695433,.30992395,312,.79187816,.30992395,.16716747,262,.66497463,.084052354,260.5,.6611675,.65614879,341,.86548221,2.7942271,391,.9923858,389,.98730963,899941,21
36,Irish Republican Army (IRA),"Ireland, Northern Ireland (UK), United Kingdom",205,119,132,1947,189,17,1874,46,4890,1,1,1,1,1,1,1,8,.024335379,.026993865,.038650308,.3981595,.0034764826,.38323107,.0094069531,0,0,.11574642,58.214287,1,13.287706,2.0794415,.19077715,.017142033,.036263738,.46814138,.079278521,.0046233344,.24870604,.011892451,283,.28172588,233.5,.4073604,285.5,.2753807,390,.010152284,274.5,.30329949,200.5,.49111676,298.5,.24238579,222.5,.43527919,283,.28172588,.43199062,281,.71319795,.1103057,231.5,.58756346,.21087609,283.5,.71954316,.21087609,.19996615,272.5,.69162434,.029161021,199.5,.50634515,.44167489,296.5,.75253808,.068442196,220.5,.5596447,390,.98984772,589899,84
232,Libyan Islamic Fighting Group (LIFG),Libya,620,505,208,2128,382,103,4314,2726,11991,1,1,1,1,1,1,1,9,.042114921,.017346343,.031857226,.17746644,.0085897753,.35976982,.22733717,0,.00025018764,.13526812,1090.0909,1,14.353379,2.1972246,.46781367,.072745606,.057142857,.51166147,.1602349,.028011966,.57252818,.70475698,391,.007614213,332,.1573604,317.5,.19416244,391,.007614213,318,.1928934,304,.2284264,381,.032994922,395,-.002538071,391,.007614213,1.0593046,389,.98730963,.46810403,330,.83756346,.33228961,315.5,.8007614,.33228961,.40416437,316,.80203044,.17668147,302,.76649743,1.0167478,379,.96192896,4.055944,393,.99746192,391,.9923858,1712353,11
365,Jemaah Islamiya (JI),"Indonesia, Malaysia, Philippines, Singapore",850,508,141,2158,74,47,1805,1350,7098,1,1,1,1,1,1,1,9,.071569458,.019864751,.010425472,.30402932,.0066215834,.25429699,.19019443,.00028176952,0,.14271626,546,1,13.577254,2.1972246,.27691948,.073177755,.038736265,.5188747,.031040268,.012782159,.23954877,.34901759,343,.12944162,333.5,.15355329,290.5,.26269037,392,.005076142,219.5,.44289342,259.5,.34137055,296,.24873096,391,.007614213,343,.12944162,.62704897,341,.86548221,.47088486,331.5,.84137058,.22525401,288.5,.73223352,.22525401,.078293622,217.5,.55203044,.080621645,257.5,.65355331,.42541257,294,.74619287,2.0086296,389,.98730963,392,.99492383,788001,13
236,Kach,"Israel, West Bank/Gaza",666,237,275,2520,478,42,3365,654,8614,1,1,1,1,1,1,1,9,.027513349,.031924773,.05549106,.29254702,.0048757838,.39064315,.075922914,0,.00092872069,.12015324,246.11429,1,13.783265,2.1972246,.33606431,.034140017,.075549453,.60591489,.20050335,.011422355,.44658262,.16907963,364,.076142132,287,.2715736,336,.14720812,393,.002538071,328,.16751269,250,.36548224,360,.086294413,368,.065989845,364,.076142132,.76097488,362,.9187817,.21968447,285,.72335023,.43932518,334,.84771574,.43932518,.5057345,326,.82741117,.072044872,248,.62944162,.79308218,358,.90862942,.97306949,366,.92893404,393,.99746192,968269,35
235,Black Panthers,United States,2,762,317,3393,272,29,2973,261,9351,1,1,1,1,1,1,1,9,.081488609,.033900119,.029087799,.36284891,.0031012725,.31793392,.027911453,0,.00042776173,.14330018,1558.5,1,14.051304,2.1972246,.36481741,.10976664,.087087914,.81582111,.11409396,.0078868642,.39455873,.067476735,374,.05076142,358,.09137056,347,.11928934,394,0,296.5,.24746193,229.5,.41751269,348.5,.11548223,317,.19543147,374,.05076142,.82608271,372,.94416243,.70632726,356,.90355331,.50642216,345,.87563449,.50642216,.28778195,294.5,.74746192,.049745269,227.5,.57741117,.70069337,346.5,.87944162,.38833508,315,.79949236,394,.99830794,1265913,6
371,People Against Gangsterism And Drugs (PAGAD),South Africa,560,341,217,4035,130,16,3644,662,10492,1,1,1,1,1,1,1,8,.032500952,.020682424,.012390393,.38457873,.0015249714,.34731224,.063095689,0,0,.1379146,1049.2,1,13.760654,2.0794415,.4093321,.04912129,.059615385,.97018516,.0545302,.0043513733,.48360983,.17114788,381,.032994922,307.5,.21954314,323,.18020305,395,-.002538071,252,.3604061,194,.5076142,368,.065989845,369,.063451774,381,.032994922,.92688048,379,.96192896,.31608608,305.5,.77538073,.34666753,321,.81472081,.34666753,.13754284,250,.63451779,.027445666,193,.48984772,.85883844,366,.92893404,.98497248,367,.93147206,395,.99915397,946621,10
214,The Extraditables,Colombia,100,193,129,4159,222,25,2803,107,8544,1,1,1,1,1,1,1,8,.022588952,.015098315,.025983145,.48677436,.00292603,.32806647,.012523408,0,0,.10603932,2136,1,13.805206,2.0794415,.33333334,.027801786,.035439562,1,.093120806,.0067990208,.37199736,.027662875,362,.081218272,272,.30964467,283,.28172588,396,-.005076142,285,.27664974,220,.44162437,344,.12690355,271,.31218275,362,.081218272,.75479096,360,.91370559,.17889917,270,.68527919,.20608346,281,.71319795,.20608346,.23488086,283,.71827412,.042883854,218,.55329949,.66062683,342,.8680203,.1592025,269,.68274111,396,1,989749,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
